Unnamed: 0,date,text
640,Sat Nov 13 09:47:02 +0000 2021,"Cases: 252,559,874 (+0) 
Deaths: 5,091,474 (+1,936) 
Recovered: 0 (+0) 
Active Cases: 252,559,874 (100%)
Completed Cases: 5,091,474 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
641,Sat Nov 13 09:43:34 +0000 2021,"$4,346,700.00 of shares sold by Bancel Stephane (Chief Executive Officer), reported in a new form 4 filed with the SEC  $MRNA https://t.co/RwWKaYNzXA"
642,Sat Nov 13 09:40:01 +0000 2021,"Millions are dying unnecessarily from COVID because of selfishness, greed and a perverse misunderstanding of human freedom https://t.co/5QPRUpN0x1"
644,Sat Nov 13 09:28:05 +0000 2021,"The partial lockdown, which begins on Saturday night, will see bars, restaurants and supermarkets close at 20:00 and non-essential stores shut their doors at 18:00.  https://t.co/suR9lve51Q"
646,Sat Nov 13 09:26:04 +0000 2021,2 Million COVID Home Test Kits Recalled: Title: 2 Million COVID Home Test Kits Recalled Category: Health News Created: 11/11/2021 12:00:00 AM Last Editorial Review: 11/12/2021 12:00:00 AM https://t.co/BI8phNq4Ve
648,Sat Nov 13 09:22:38 +0000 2021,"#BillGates At minute 28:00 about the experimental mRNA #Covid #vaccines 
„We didn’t have #vaccines that block transmission.
We got vaccines, .... but they only slightly reduce transmission. We need a new way doing vaccines“

https://t.co/tSfl2YQJJH"
650,Sat Nov 13 09:22:11 +0000 2021,".@dgurdasani1 is spot on here. Us for Them, Hart, Collateral Global, Narice Bernard &amp; his ""Yeadonites"", Clare Craig, Ivor Cummins, Pandata, and everyone else that has used their ""credentials"" to influence MPs &amp; trivialise the effects of covid. You will have caused deaths. https://t.co/AhqtaBTOCi"
651,Sat Nov 13 09:20:19 +0000 2021,"@AnnaVic88472217 @thisisnothappen @Blackmanthinkin @SallyJiggles @mcfunny @fiski70 @DavidTaylorYork @dave_odo @SwaledaleMutton @CoralBlob @BreezerGalway @amanda_pompili @AudreySteel3 @tombarkas @mash_6_6 @iamnotaname1 @JRJHealey @Housekeep3r @GBates76034889 @CharlotteSlalom @realiwasframed @Takeastepback16 @mentju4 @groin_hammer @markdodds11 @StephenBevan15 @SharpieDj @mikefromslough1 @krebiozen @GarySlegg @Theonew16516042 @DirtDawg69 @TakethatCt @crabb_vicki @Kathmarval @JamesCa18491392 @IvermectinForC1 @BottomleyFiona @LittleBigEd @hounddog123456 @ScepticalAussie @KatySco47008484 @Ladyjustice1312 @Awithonelison @PeteF175 @fredwibblington @PierreKory @LauraSc72529359 @sim0n40 @rossmarwood So some twat in the US lies about vaccination and we’re going to agree? No.
You are unquote speak about vaccination &amp; coronavirus from what I can see. And as for the US, 760,00 and 2,000 is not ok"
653,Sat Nov 13 09:18:24 +0000 2021,In-N-Out Burger Rejects Ron DeSantis Pitch to Move to Florida https://t.co/TY4s3uq6BJ desantis won't be around much longer....he's view on the virus is causing more deaths in Florida....
654,Sat Nov 13 09:14:38 +0000 2021,Stunning video: How mRNA vaccines teach our immune system to fight coronavirus. Share! https://t.co/XqBOLIYWmu
655,Sat Nov 13 09:14:15 +0000 2021,"In action Away!

Sunday 14th November

@LochLomondRFC v Strathaven RFC Boys U16 A
KO @ 14:00

***

No 1st XV, 2nd XV or U18 fixtures.

Sunday's Strathaven RFC Minis (P2-7) v Lanark RFC
Cancelled due to COVID concerns @ Lanark"
661,Sat Nov 13 09:01:32 +0000 2021,"$1,088,950.00 of shares sold by Andres Juan (See remarks), reported in a new form 4 filed with the SEC  $MRNA https://t.co/XWTgUccqjc"
662,Sat Nov 13 09:01:00 +0000 2021,"201 new cases in Japan 

[10:00 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"
667,Sat Nov 13 08:58:02 +0000 2021,"Cases: 252,559,874 (+17,903) 
Deaths: 5,089,538 (+0) 
Recovered: 0 (+0) 
Active Cases: 252,559,874 (100%)
Completed Cases: 5,089,538 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
670,Sat Nov 13 08:46:02 +0000 2021,"Cases: 252,541,971 (+0) 
Deaths: 5,089,538 (+136) 
Recovered: 0 (+0) 
Active Cases: 252,541,971 (100%)
Completed Cases: 5,089,538 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
672,Sat Nov 13 08:27:39 +0000 2021,"@GuyGadboisGuyG1 @tcw_team @4Clearsky @GlennCarr6 @jimdtweet @robhon_ @JohnDublin10 @chimera414 @WinWithScience @Moderna5G_666 @sandcastle1975 @dan613 @MassiMassian @BubbasRanch @lcarb_4u @keithamccluskey @Canadianworker2 @IngersolRobert @HalBrow68884227 @EricWil06256732 @Narvuntien @Gordon_DHG @RobMeekel @Tragiicomedy @IanDJbrown2 @25_cycle @sunsnowflowers @OscarsWild1 @BridgetHolmstro @organicdot @TWTThisIsNow @rockandroll432 @DaveJohn0175 @TheDisproof @rvrs_man @Shinedown1911 @priscian @BigRakaDoc @FillmoreWhite @robinlarder @RealBeeOlogist @DawnTJ90 @ejwwest @SniemN @BarbaraGirouard @rln_nelson @Jaisans @Extinct55021670 @MedBennett @Tcaddy5 And these are the expert commentaries that are censored by YouTube.

7:00 mark:

Egypt: 3% vaccinated. 14 cases/100k per day
Canada: 65% vaccinated. 570 cases/100k per day

""The more vaccinated the country, the more problems they're having with COVID-19."""
679,Sat Nov 13 08:17:01 +0000 2021,This hopefully won’t affect #IBC2021 but it just demonstrates no big trade show is safe; ‘Dutch face partial lockdown as #COVID19 cases continue to soar’ (for the next 3 weeks places shut at 19:00) https://t.co/MvTqKNM3BP
680,Sat Nov 13 08:10:43 +0000 2021,"Capistrano USD COVID Case Count as of: 00:10 on 11-13-2021

Total Active Cases: 82

Source: https://t.co/7qmcYNQzk7"
681,Sat Nov 13 08:07:06 +0000 2021,"This afternoon we take on divisional rivals Galmington in the @SomersetFA Junior Cup. Reaching the final of the competition in '20 but then Covid came along. Ambitions of repeating that again.

📆 13/11/21
📍 Castle School 3G
🕑 14:00
🏆 Junior Cup

#COYG #UTZ #SuperZoyland"
684,Sat Nov 13 07:58:58 +0000 2021,"Good morning. We will be online until 20:00 this evening -MH

We are operating at full capacity again, but Covid-19 public health measures remain in place: 
Face coverings mandatory 
Prebooking of Intercity &amp; Enterprise travel encouraged
Please avoid busiest times where possible https://t.co/TfLKuKdcBl"
685,Sat Nov 13 07:57:03 +0000 2021,"Cases: 252,541,971 (+11,622) 
Deaths: 5,089,402 (+0) 
Recovered: 0 (+0) 
Active Cases: 252,541,971 (100%)
Completed Cases: 5,089,402 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
687,Sat Nov 13 07:45:03 +0000 2021,"Cases: 252,530,349 (+0) 
Deaths: 5,089,402 (+139) 
Recovered: 0 (+0) 
Active Cases: 252,530,349 (100%)
Completed Cases: 5,089,402 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
688,Sat Nov 13 07:38:53 +0000 2021,3 more cases in Taupo https://t.co/MLTXcEKfPW
690,Sat Nov 13 07:24:47 +0000 2021,Unvaccinated people in two hard-hit regions in Austria will be forced into lockdown next week as the government looks at doing the same nationwide due to rising #COVID19 cases https://t.co/krh53rqY69
692,Sat Nov 13 07:21:30 +0000 2021,"TODAY’s BEER conference (https://t.co/bqFMgFBJLJ) pre-activity - “Panel Discussion”  
""Approaches and Diversity in Applied Mathematics Interface - Health and Data Science: Lessons learned from COVID-19 Pandemic""
Venue: Today Online (see website)
Time: 12:00-1:30pm EST"
694,Sat Nov 13 07:11:53 +0000 2021,"메라키와 겸이랑, 💜
–––––––––––––––––
cafe event for @yugyeom in SG! 🇸🇬

#MERAKIKYUM
2021.11.13, @gtm_cafe
12:00 — 18:00

note: event rules will be released at a nearer date. all to-date covid-19 advisories strictly apply upon d-day.

see you there! 💛

#갓세븐 #저스투 #김유겸 https://t.co/wKYXIx1TIz"
695,Sat Nov 13 07:09:12 +0000 2021,"Netherlands has record infections. They use covid passports. 

Germany has record infections. They use covid passports. 

Austria has record infections. They use covid passports. 

What's going on?"
696,Sat Nov 13 06:56:03 +0000 2021,"Cases: 252,530,349 (+4,164) 
Deaths: 5,089,263 (+0) 
Recovered: 0 (+0) 
Active Cases: 252,530,349 (100%)
Completed Cases: 5,089,263 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
698,Sat Nov 13 06:52:33 +0000 2021,"REMINDER MEDIA ADVISORY: COVID-19 virtual press conference, 12 November at 16:00 CET https://t.co/YBjaQId39L"
699,Sat Nov 13 06:44:03 +0000 2021,"Cases: 252,526,185 (+0) 
Deaths: 5,089,263 (+264) 
Recovered: 0 (+0) 
Active Cases: 252,526,185 (100%)
Completed Cases: 5,089,263 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
706,Sat Nov 13 06:20:54 +0000 2021,"Date-13/11/2021

Time - 9.00am to 5.00pm

Age group -18+

Onspot
Covishield
1st dose -100
2nd dose -100

Onspot 
Covaxin
1st dose-100
2nd dose-100

Note-  Punjabi Gali Diagnostic Covid-19 Vaccination Centre  Open from 7.00 am to 11.00 pm.

@mybmc https://t.co/hFds8JSmvb"
707,Sat Nov 13 06:10:28 +0000 2021,"Globally 🌐,
currently, roughly 6 people die from #COVIDー19 every MINUTE⸺337 every HOUR.

📈Updated: ~12 Nov 2021 23:50:00 GMT
#coronavirus #covid19 #covid_19"
709,Sat Nov 13 06:08:39 +0000 2021,"Excellent news:

The Federal Court of Appeals that covers Texas issued a ruling tonight that blocks Biden's COVID vaccine mandate for businesses.

Employees don't have to choose between a job or a jab.

https://t.co/KKCwFmvtWL"
712,Sat Nov 13 05:58:56 +0000 2021,"My daughter made an appointment for her 6yr. old to get the covid shot.  When she got there, the pharmacy refused to give her the shot because she is on Medicaid.  They wanted my daughter to pay them $50.00.  Does anyone else think this is screwed up? https://t.co/y3s6Q5eZUz"
713,Sat Nov 13 05:58:03 +0000 2021,"Cases: 252,526,185 (+0) 
Deaths: 5,088,999 (+557) 
Recovered: 0 (+0) 
Active Cases: 252,526,185 (100%)
Completed Cases: 5,088,999 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
715,Sat Nov 13 05:56:03 +0000 2021,"Cases: 252,526,185 (+11,912) 
Deaths: 5,088,442 (+0) 
Recovered: 0 (+0) 
Active Cases: 252,526,185 (100%)
Completed Cases: 5,088,442 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
716,Sat Nov 13 05:52:55 +0000 2021,"I love @innoutburger!!!  In-N-Out Burger Rejects Ron DeSantis Pitch to Move to Florida https://t.co/V9sijqWUIw 
#InNOut #Burger 🍔 #California"
721,Sat Nov 13 05:33:52 +0000 2021,@ViperX83 @sss_0000_00_00 @inthenewlife @RWMaloneMD And Pfizer keeps the blood and nasal swabs for 15 years and can be used?? Is that even legal??
724,Sat Nov 13 05:27:48 +0000 2021,"In states reporting, 0.00%-0.03% of all child COVID-19 cases resulted in death that is a lot less than the flu these are facts I looked them up so why should we be forcing children to get vaccinated And put them at other risk makes enough sense to me you’ll never do it to my kids"
739,Sat Nov 13 04:57:36 +0000 2021,"NEW POD presented by @SuperBookCO, I discuss how #Broncos are dealing with COVID-19 outbreak this week, the keys to beating #Eagles and @Melvingordon25 (16:50-31:00) joins the Show in a terrific interview. Download. Subscribe: 
https://t.co/PR3Ybhx4QX
https://t.co/lkpXejeeF0 https://t.co/1K3vtHUtaj"
740,Sat Nov 13 04:56:03 +0000 2021,"Cases: 252,514,273 (+13,679) 
Deaths: 5,088,442 (+792) 
Recovered: 0 (+0) 
Active Cases: 252,514,273 (100%)
Completed Cases: 5,088,442 (2.02%)
Mortality Rate: 2.02% (+0.01%)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
741,Sat Nov 13 04:55:06 +0000 2021,"CDC Admits It Has No Record of an Unvaccinated Person Spreading Covid After Recovering From Covid
www.thegatewaypundit.comNov 11, 2021, 10:00 PM"
751,Sat Nov 13 04:39:45 +0000 2021,"5. Simone Gold, the Los Angeles-based M.D. and pusher of unproven COVID remedies, was arrested by the FBI for breaching the Capitol on January 6th.

Dr. Simone Gold received $21,833.00 in pandemic relief loans. https://t.co/YGpDR7tLpG"
764,Sat Nov 13 04:25:32 +0000 2021,CBS News: Federal appeals court halts Biden's COVID-19 vaccine rule for large businesses https://t.co/0xxcwLeftz
779,Sat Nov 13 04:16:08 +0000 2021,"Carter Janssen runs for 13 yards on third and 12, and @KarterKerkman with his FIFTH rushing TD of the night.

11:00 left. @NorfolkCatholic 35, Wilber-Clatonia 6. #nebpreps https://t.co/6dyBahG4HL"
780,Sat Nov 13 04:15:23 +0000 2021,New COVID-19 Data at 2021-11-12 08:00:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/WKx0SMQvTe
781,Sat Nov 13 04:13:51 +0000 2021,Yay ! ACT has 100.00% covid vaccine coverage on first doses and nearly that fully vaccinated ! That means there are virtually no real anti-vaxers there and maybe the same across Australia in the end. Just keep plugging along and we'll get all soon 👍
782,Sat Nov 13 04:10:37 +0000 2021,"Palscity has some good news to Business people during this tough Covid-19 period. An Awards Dinner for Top Digitally Fit businesses. Register for A zoom DFA Nomination Briefing on Nov 18 at 10.00 a.m here https://t.co/6B3V3zW9lK #DigitallyFitAwards
@Palscitysocial 
@Ceo_Frank254 https://t.co/uDkHoDmTyt"
786,Sat Nov 13 04:02:33 +0000 2021,"@mmpadellan Some started biz from home, some said don't feel comfortable COVID/UNVAXXED, few simply said, for what we're paid &amp; deal w/ not worth it.
I'M SO PROUD!
What $15 an hr? 
MADE $5.00 hr age 20/1976, apt $325, gas .59, Bread .30, Car, $4,100 
AMERICANS BEING SCREWED
CORP💰IN POLITICS"
789,Sat Nov 13 03:54:03 +0000 2021,"Cases: 252,500,594 (+55,455) 
Deaths: 5,087,650 (+252) 
Recovered: 0 (+0) 
Active Cases: 252,500,594 (100%)
Completed Cases: 5,087,650 (2.01%)
Mortality Rate: 2.01% (-0.01%)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
790,Sat Nov 13 03:50:33 +0000 2021,"Are You Ready for What Will Occur over the Next 6-12 Months?? https://t.co/Pu5qdVxHMZ 
5:00 You're walking dead: 
Jct: The name of my latest Covid video: https://t.co/rQG1EkzRNH 
Jct: I'm not a doctor explaining how spikes cause clots, it's an engineer explaining fluid mechanics."
794,Sat Nov 13 03:30:19 +0000 2021,New COVID-19 Data at 2021-11-12 10:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/O639NKuCYb
797,Sat Nov 13 03:25:35 +0000 2021,"@FrancyDias9 Yes, &amp; I still got pneumonia....no covid, no flu, but pneumonia....10.00 a pill, yikes, plus shot,&amp; inhaler total of 85.00 for meds that medicare or backup didn't pay for....."
805,Sat Nov 13 03:09:19 +0000 2021,@jordan6sic6 @TJLang70 You sure?? Lots of 90+%’s on that capacity list. https://t.co/4PzgXJCI7a
807,Sat Nov 13 03:06:00 +0000 2021,"Stay Smart. Stay Safe. @MichiganHHS reports today, November 12, 2021, 15,878* new COVID-19 cases &amp; 83** deaths. For * details https://t.co/2tAAcYRyCj. Michigan's total cases are now 1,188,678 &amp; 22,767 deaths. Find the latest data &amp; #COVID19 news at https://t.co/niRBexCYOy. https://t.co/Qif58N66UI"
808,Sat Nov 13 03:04:30 +0000 2021,"@thedavidcrosby I’ve lost 70 pounds since COVID. I eat breakfast, a big lunch at 2:30 or 3:00 &amp; nothing except a ton of water for the rest of the day. I don’t work out, but take the long way around to my destinations at work &amp; park on the back ends of lots when I have to go to stores."
811,Sat Nov 13 03:00:18 +0000 2021,New COVID-19 Data at 2021-11-12 10:00:01 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/bq59mqaFFp
812,Sat Nov 13 03:00:01 +0000 2021,"@ViperX83 @PandorasBX @inthenewlife @RWMaloneMD From supplemental documents, the data sharing document states that to obtain the data you need to contact pfizer and wait for a review before being able to access it. So..... Where's the data mate?"
813,Sat Nov 13 02:58:49 +0000 2021,"@NotaliaMateo Pfizer has a pill for that. Only $1,000.00 per dose. Dunny how that works eh?"
814,Sat Nov 13 02:56:28 +0000 2021,It’s two-measly minutes. Please take the time to see how the mRNA vaccine works to fight Coronavirus. Please spread it far and wide… https://t.co/GAM46GwoJc
815,Sat Nov 13 02:54:03 +0000 2021,"Cases: 252,445,139 (+2,594) 
Deaths: 5,087,398 (+32) 
Recovered: 0 (+0) 
Active Cases: 252,445,139 (100%)
Completed Cases: 5,087,398 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
817,Sat Nov 13 02:52:59 +0000 2021,"@PandorasBX @sss_0000_00_00 @inthenewlife @RWMaloneMD It's weird that you keep posting these screenshots instead of links to what you're arguing for, why is that?

And what's more, what's the point of this screenshot? That work was done on ChAdOx1 previous to COVID-19 is well known. Do you think it's somehow nefarious?"
819,Sat Nov 13 02:38:02 +0000 2021,"@pugsonpatrol @jswpax Some I suspect. 35.000 breakthroughs, but few hospitalized. There were over 3,000 cases in Texas yesterday. The rate of breathough deaths from COVID-19 is 0.00%."
822,Sat Nov 13 02:31:52 +0000 2021,"Saturday, November 13, 9:00 – 10:00 AM, ""Covid-19 and Neuromuscular Medicine - Challenges and Opportunities"". @ColinFranzMDphd @leslierydberg"
823,Sat Nov 13 02:30:20 +0000 2021,New COVID-19 Data at 2021-11-12 09:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/Q5tj6ck16L
835,Sat Nov 13 02:14:41 +0000 2021,"@1celadon @Jim_Jordan When every death is called covid, the count is higher.  Dying WITH covid not FROM covid. The CARES Act was the incentive for the death count. $35,000.00 or more per death. ( to hospitals and nursing homes) ."
846,Sat Nov 13 02:08:48 +0000 2021,"@PandorasBX @sss_0000_00_00 @inthenewlife @RWMaloneMD No, obviously not. Neither the Moderna nor Pfizer nor J&amp;J studies were stopped for that reason."
852,Sat Nov 13 02:00:18 +0000 2021,New COVID-19 Data at 2021-11-12 09:00:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/U0JvcqPqxR
854,Sat Nov 13 01:56:56 +0000 2021,"Chelmsford, MA - News Flash: The Board of Health will close at 12:00 pm on November 18th due to Flu and Covid Clinic🔸 more info @ https://t.co/kINx1I8OU4 https://t.co/Y4Oh2hrSHB"
855,Sat Nov 13 01:56:19 +0000 2021,"Former CDC official tells Congressional Committee about Trump’s attempt to pressure the CDC director to green light Title 42 despite heavy reservations within the organization. 

https://t.co/IXNejB717M"
857,Sat Nov 13 01:53:13 +0000 2021,"@ViperX83 @PandorasBX @inthenewlife @RWMaloneMD I did not suggest that. That is a fact, it’s done because of the patent Pfizer has for it…. The ridiculous one is you."
858,Sat Nov 13 01:53:03 +0000 2021,"Cases: 252,442,545 (+5,362) 
Deaths: 5,087,366 (+131) 
Recovered: 0 (+0) 
Active Cases: 252,442,545 (100%)
Completed Cases: 5,087,366 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
859,Sat Nov 13 01:51:02 +0000 2021,The Board of Health will close at 12:00 pm on November 18th due to Flu and Covid Clinic https://t.co/DsmHHLgMg3
860,Sat Nov 13 01:50:47 +0000 2021,Why aren't more pregnant women of color getting vaccinated? Doctors point to distrust and poor outreach https://t.co/iylkvPojgs
861,Sat Nov 13 01:47:58 +0000 2021,"Let's talk about COVID-19 vaccine ages 5-11. 

Join us, Wednesday, November 17 for a virtual town hall meeting. We will have two sessions, the first in English from 5:30-6:00 p.m. and the second in Spanish from 6:15-6:45 p.m. 

To join on zoom, visit: https://t.co/LKBFksuTpo https://t.co/sJ1VSTiU9B"
864,Sat Nov 13 01:39:47 +0000 2021,"🇲🇾 #Malaysia

[Malaysia] Number of people infected with new coronavirus
 Saturday, November 13, 2021 As of 10:00 am Japan time

 2,535,338 infected people The day before + 6,517
 Complete cure 2,441,485 people The…
Local travel news from #Malaysia:
https://t.co/CX4DiqdsJg https://t.co/O4U3QTIQkl"
865,Sat Nov 13 01:37:57 +0000 2021,"I emplore you to watch ""Beat the Devil"",  a monologue by David Hare,  starring Ralph Fiennes. On Sky Arts again at 00.45 on 17th Nov and 03.00 on 18th Nov. Its a strong commentary on Governments handling of Covid. @Save_St_Helier @DrMQureshi @drbobgill @skwawkbox @doctor_oxford"
870,Sat Nov 13 01:30:19 +0000 2021,New COVID-19 Data at 2021-11-12 08:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/36li1uPizm
873,Sat Nov 13 01:16:29 +0000 2021,"@adriandix @CDCofBC @PHSAofBC Please see attached CPAC video of Federal health officials’ Nov 12, 2021 update at minute 26:00 to 27:30.  COVID is Airborne. Mitigation needs to appropriately address airborne transmission. https://t.co/GYLE98HMEt"
877,Sat Nov 13 01:10:34 +0000 2021,"@ViperX83 @PandorasBX @inthenewlife @RWMaloneMD According to the whistleblower that came open to the British medical journal - they had malpractice during Pfizer trials. Only one trial’s data is public, others will be released after 2030. What should I believe? Where are those studies ? God damn you are so uninformed."
878,Sat Nov 13 01:08:38 +0000 2021,"okay the last 4 weeks this ugly inside group has stalked me,hacked me,stolen EVERY interview &amp; appointment Ive had making me spend $2,800.00 this month of my money being out of work the last 17 months due to Covid,THEN when i fight back they get all pissy-guess they haven't heard"
882,Sat Nov 13 01:03:00 +0000 2021,"@SenSanders It's about $100.00 for one EpiPen from Pfizer in Canada. With the exchange rate it would be $79.67 for Americans. Also in Canada an EpiPen is covered free for anyone 25 and under.

America lacks badly. Greed comes before humans."
883,Sat Nov 13 01:01:11 +0000 2021,"Airports during Covid. Sorry, it’s 6:00 we’re closing, want a beer to go?"
885,Sat Nov 13 00:59:11 +0000 2021,Rodd handed England debut after Genge positive for Covid https://t.co/zlhND1FPsv @FRANCE24　2021.11.12　　　  14:00
886,Sat Nov 13 00:58:13 +0000 2021,"Biden will have a 28 year career first responder fired for the crime of having Natural Immunity to Covid, but rewards illegal aliens $450,000.00 for bringing Covid into the US. 

#FJoeBiden"
888,Sat Nov 13 00:52:03 +0000 2021,"Cases: 252,437,183 (+36,722) 
Deaths: 5,087,235 (+493) 
Recovered: 0 (+0) 
Active Cases: 252,437,183 (100%)
Completed Cases: 5,087,235 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome"
892,Sat Nov 13 00:45:18 +0000 2021,"#COVID19 Update (as of 11/12/21 at 12:00 am):
• 10,848 additional positive cases of COVID-19
• 1,618,870 total cases statewide 
• 32,279 deaths statewide
• 5,800,806 patients tested negative to date

More information: https://t.co/7pzosEXhEX"
895,Sat Nov 13 00:41:53 +0000 2021,AstraZeneca has decided to make money from the pandemic after all https://t.co/DyYrxvvoPi
896,Sat Nov 13 00:41:16 +0000 2021,"@tysmo Dutch new rules. (english) 
https://t.co/rk3SI8aoQG
non-essential  close at 18:00, restaurants/bars/supermarkets at 20.00

the “in brief” version:
https://t.co/hK0pU1Kf49"
901,Sat Nov 13 00:30:19 +0000 2021,New COVID-19 Data at 2021-11-12 07:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/IJrQ3qivNX
903,Sat Nov 13 00:28:43 +0000 2021,"In-N-Out Burger Rejects DeSantis Pitch to Move to Florida 
Who would want to move to #Florida where due to Bad Decisions &amp; stupidity  by #Desantis   60,000 #Americans Died of #COVID19  More then were killed in the Vietnam WAR !   #MAGA   

https://t.co/KsRM24E0Xc"
904,Sat Nov 13 00:28:15 +0000 2021,"Because Covid can't spread between people before 8:00 pm
#Science https://t.co/J8XHGsiX8d"
907,Sat Nov 13 00:25:17 +0000 2021,#Boosted! Cleared for my shot at 4:15. Booked appt at Sams at 4:30 and done at 5:00. Hoping for no  side effects. #doingmypart #moderna #boostershot
909,Sat Nov 13 00:21:18 +0000 2021,"Hey Red Deer tweeps: how long is it currently taking to get back your covid test results? Hypothetically, if one were getting a test Friday at 5:00 do we iron work pants for Monday or assume pjs at home?"
911,Sat Nov 13 00:18:39 +0000 2021,"Coming up next on CCTV's HD channel (Verizon 2143)
11/12/2021 7:30:00 PM:     Gov. Baker-COVID-19 Update on pediatric vaccine 11-4-2021"
912,Sat Nov 13 00:18:18 +0000 2021,"@A2SchoolsSuper @WashtenawCounty @A2schools Yes! Off to a great start with our 5-11 year kiddos. Look at those bright, happy green spots https://t.co/1WeOxIbNIp https://t.co/Z5PbxuGOY3"
917,Sat Nov 13 00:10:28 +0000 2021,"Globally 🌐,
currently, a new case of #COVIDー19 is confirmed roughly every 0.17 seconds.

📈Updated: ~12 Nov 2021 23:50:00 GMT
#coronavirus #covid19 #covid_19"
919,Sat Nov 13 00:08:40 +0000 2021,"Global situation, 13 November 2021, 06:00 A.M.
- Total confirmed: 253,149,584
- Recovered 228,959,297
- Active cases: 19,087,659
- Deaths: 5,102,628

Wear mask, hand washing, keep physical distancing 

 #โควิด19 #COVID19 #ไทยรู้สู้โควิด

https://t.co/LqHMHrDUdJ https://t.co/blfdn2ubYg"
